country.x,dataset_key.x,dataset_party_id.x,name_short.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,partyfacts_id,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y
RUS,vparty,2255,SPS,Union of Right Forces,1999,1999,8.7,1999,2255,RUS,cses,6430043,SPS,Union of Right Forces,1999,1999,9.4,1999
RUS,vparty,2256,ER,United Russia,2003,2016,65,2007,2256,RUS,cses,6430001,ER,United Russia,2004,2004,,
RUS,vparty,2257,ZR,Women of Russia,1993,1993,8.1,1993,2257,RUS,cses,6430021,ZhR,Women of Russia,1999,1999,2.5,1999
ALB,vparty,2297,LSI,Socialist Movement for Integration,2005,2017,14.3,2017,2297,ALB,cses,80003,LSI,Socialist Movement for Integration,2005,2005,7.3,2005
KOR,vparty,2306,LFP / AUP,Liberty Forward Party / Advancement Unification Party,2008,2008,6.8,2008,2306,KOR,cses,4100002,LFP,Liberty Forward Party,2008,2012,6.5,2008
KOR,vparty,2307,HD-SD,New World Party -- The Grand National Party,2000,2012,42.8,2012,2307,KOR,cses,4100001,NFP,New Frontier Party,2004,2012,49,2012
KEN,vparty,2316,KANU,Kenya African National Union,1961,2017,100,1969,2316,KEN,cses,4040005,KANU,Kenya African National Union,2013,2013,,
THA,vparty,2327,PP,Democrat Party,1946,2019,35.2,2011,2327,THA,cses,7640002,DP,Democrat Party,2007,2011,34,2011
PHL,vparty,2330,PLP,Liberal Party,1946,2019,64.1,1949,2330,PHL,cses,6080001,LP,Liberal Party,2016,2016,5.3,2016
KEN,vparty,2360,ODM,Orange Democratic Movement,2007,2017,48.6,2007,2360,KEN,cses,4040002,ODM,Orange Democratic Movement,2013,2013,,
KEN,vparty,2362,WDM-K,Wiper Democratic Movement – Kenya,2007,2017,9,2013,2362,KEN,cses,4040003,WDM - K,Wiper Democratic Movement,2013,2013,,
THA,vparty,2373,PCT,Thai Nation Party / Chart Thai Party,1975,2007,23.8,1983,2373,THA,cses,7640021,CTP,Thai Nation Party,2007,2007,3.5,2007
THA,vparty,2376,PPP,People's Power Party,2007,2007,39.6,2007,2376,THA,cses,7640014,PPP,People's Power Party,2007,2007,62.2,2007
THA,vparty,2377,PPD,Motherland Party,2007,2007,5.6,2007,2377,THA,cses,7640008,,Motherland Party,2007,2011,1.2,2007
PHL,vparty,2389,PNP,Nacionalist Party,1907,2019,100,1938,2389,PHL,cses,6080004,NP,Nationalist Party,2016,2016,1.2,2016
KOR,vparty,2452,Uri,Our Party,2004,2004,38.3,2004,2452,KOR,cses,4100021,,Our Party,2004,2004,46.2,2004
ROU,vparty,2474,PP-DD,People's Party – Dan Diaconescu,2012,2012,14,2012,2474,ROU,cses,6420002,PP-DD,People's Party - Dan Diaconescu,2012,2014,,
ISL,vparty,2517,BF,Bright Future,2013,2016,8.2,2013,2517,ISL,cses,3520007,BF,Bright Future,2013,2013,8.4,2013
ARG,vparty,2530,FPV-PJ,Front for Victory,2005,2015,50.2,2007,2530,ARG,cses,320001,FPV,Front for the Victory,2015,2015,53.8,2015
KOR,vparty,2543,UPP,United Progressive Party,2012,2012,10.3,2012,2543,KOR,cses,4100005,UPP,Unified Progressive Party,2012,2012,8,2012
KOR,vparty,2545,ULD,United Liberal Party,1996,2000,16.2,1996,2545,KOR,cses,4100011,ULD,United Liberal Democrats,2004,2004,1.3,2004
KOR,vparty,2546,DLP,Democratic Labour Party,2004,2008,13,2004,2546,KOR,cses,4100015,DLP,Democratic Labor Party,2004,2008,13.1,2004
KOR,vparty,2546,DLP,Democratic Labour Party,2004,2008,13,2004,2546,KOR,cses,4100006,,Democratic Liberal Party,2000,2000,,
KOR,vparty,2548,MDP,Millenium Democratic Party,2000,2004,35.9,2000,2548,KOR,cses,4100010,MDP,Millennium Democratic Party,2004,2004,6.5,2004
PER,vparty,2554,UN,National Unity,2001,2006,15.3,2006,2554,PER,cses,6040052,UN,National Unity,2001,2006,20.2,2006
PHL,vparty,93446,unknown,unknown: BLKNNL,1978,1978,3.8,1978,2886,PHL,cses,6080036,,Anak Bayan,2016,2016,1,2016
MNE,vparty,3104,SNP-CG,Socialist People’s Party of Montenegro,1998,2016,36.1,1998,3104,MNE,cses,4990003,SNP,Socialist People's Party,2012,2012,9.6,2012
ISR,vparty,3121,Gil,Pensioners of Israel,2006,2006,5.9,2006,3121,ISR,cses,3760048,Gil,Pensioners of Israel,2006,2006,4.1,2006
ISR,vparty,3127,Hat,The Movement,2013,2013,5,2013,3127,ISR,cses,3760009,Hat,The Movement,2013,2013,4.9,2013
ISR,vparty,3128,Yesh,There is a Future,2013,2015,14.3,2013,3128,ISR,cses,3760007,YA,There is a Future,2013,2013,17.8,2013
ISR,vparty,3131,Meretz,Energy,1992,2003,9.6,1992,3131,ISR,cses,3760004,Meretz,Energy,1996,2013,9.2,2003
MNE,vparty,3163,DZB-PCG-KECG,So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,1998,2012,51.9,2009,3163,MNE,cses,4990011,,"Coalition ""For a European Montenegro""",2012,2012,54.4,2012
SRB,vparty,3177,SNS,Serbian Progressive Party,2014,2016,,2014,3177,SRB,cses,6880001,SNS,Serbian Progressive Party,2012,2012,52.1,2012
BGR,vparty,3188,BBZ,Bulgaria Without Censorship,2014,2014,5.7,2014,3188,BGR,cses,1000006,BBZ,Bulgaria without Censorship,2014,2014,3.9,2014
BGR,vparty,3189,RB,Reformist Bloc,2014,2014,8.9,2014,3189,BGR,cses,1000004,RB,Reformist Bloc,2014,2014,9.8,2014
LVA,vparty,3193,NsL,For Latvia from the Heart,2014,2014,6.8,2014,3193,LVA,cses,4280013,NsL,For Latvia from the Heart,2014,2014,7.2,2014
LVA,vparty,3194,LRa,Latvian Association of Regions,2014,2014,6.7,2014,3194,LVA,cses,4280014,LRa,Latvian Association of the Regions,2014,2014,7.1,2014
ROU,vparty,3210,PMP,People's Movement Party,2016,2016,5.4,2016,3210,ROU,cses,6420103,PMP,Popular Movement Party,2014,2014,,
MNE,vparty,3255,BS,Bosniak Party,2009,2012,4.2,2012,3255,MNE,cses,4990009,BS,Bosniak Party,2012,2012,3.6,2012
BLR,vparty,3646,LDPB,Liberal Democratic Party,2019,2019,5.4,2019,3646,BLR,cses,1120002,LDP,Liberal Democratic Party,2001,2008,,
TWN,vparty,3664,TSU,Taiwan Solidarity Union,2001,2005,8.5,2001,3664,TWN,cses,1580006,TSU,Taiwan Solidarity Union,2012,2012,9.9,2012
TWN,vparty,3665,PFP,People First Party,2001,2016,20.3,2001,3665,TWN,cses,1580003,PFP,People First Party,2012,2012,6.1,2012
TWN,vparty,3666,C/NP,Chinese / New Party,1995,1996,13.6,1996,3666,TWN,cses,1580004,NP,New Party,2012,2012,2,2012
ISR,vparty,3677,HH,Jewish Home,2013,2019,9.1,2013,3677,ISR,cses,3760008,HH,The Jewish Home,2013,2013,9.8,2013
KEN,vparty,3856,URP,United Republican Party,2013,2013,25.9,2013,3856,KEN,cses,4040101,URP,United Republican Party,2013,2013,,
KEN,vparty,3863,FORD-K,Forum for the Restoration of Democracy-Kenya,1992,2017,16.5,1992,3863,KEN,cses,4040004,FORD - KENYA,Forum for Restoration of Democracy,2013,2013,,
KEN,vparty,3867,TNA,The National Alliance,2013,2013,27.2,2013,3867,KEN,cses,4040100,TNA,The National Alliance,2013,2013,,
ARG,vparty,93294,United for a...,alliance: United for a New Alternative,2015,2015,19.5,2015,3889,ARG,cses,320003,UNA,United for a New Alternative,2015,2015,5.8,2015
HRV,vparty,93329,"""""Green-Yello...","alliance: """"Green-Yellow Coalition""""",2007,2007,6.4,2007,3918,HRV,cses,1910019,HSS and HSLS,Coalition of the Croatian Peasant Party and the Croatian Social Liberal Party,2007,2007,8.5,2007
PER,vparty,93580,Alianza Por ...,alliance: Alianza Por El Gran Cambio,2011,2011,14.4,2011,3997,PER,cses,6040051,APGC,Alliance for the Great Change,2011,2011,17.9,2011
PER,vparty,93445,Alianza Soli...,alliance: Alianza Solidaridad Nacional,2011,2011,10.2,2011,3997,PER,cses,6040015,,National Solidarity Alliance,2011,2011,10.2,2011
PER,vparty,93577,Democratic C...,alliance: Democratic Convergence,1985,1985,11.1,1985,3997,PER,cses,6040005,,People's Alliance,2016,2016,7,2016
PER,vparty,93579,Alianza Elec...,alliance: Alianza Electoral Perú Posible,2011,2011,14.8,2011,3997,PER,cses,6040005,,People's Alliance,2016,2016,7,2016
PER,vparty,93581,Popular Alli...,alliance: Popular Alliance,2016,2016,8.3,2016,3997,PER,cses,6040015,,National Solidarity Alliance,2011,2011,10.2,2011
PER,vparty,93581,Popular Alli...,alliance: Popular Alliance,2016,2016,8.3,2016,3997,PER,cses,6040005,,People's Alliance,2016,2016,7,2016
ROU,vparty,93455,PNL–PCD,alliance: PNL–PCD,1911,1911,37.8,1911,4002,ROU,cses,6420102,ACL,Christian-Liberal Alliance,2014,2014,,
PER,vparty,4214,FP,Popular Force 2011,2011,2016,36.3,2016,4214,PER,cses,6040001,FP,Popular Force,2011,2016,42.2,2016
PER,vparty,4215,FIM,Independent Moralizing Front,1990,2001,11,2001,4215,PER,cses,6040023,FIM,Moralizing Independent Front,2001,2001,13.4,2001
PER,vparty,4218,APEP,Alliance for Progress,2011,2016,9.2,2016,4218,PER,cses,6040004,APP,Alliance for Progress,2016,2016,3.6,2016
PER,vparty,4223,SP,We are Peru,2000,2011,7.2,2000,4223,PER,cses,6040016,PDSP,We Are Peru,2000,2000,,
THA,vparty,4288,NDP,National Development Party,1992,2001,15.9,1992,4288,THA,cses,7640026,,National Development Party,2001,2001,,
THA,vparty,4289,NAP,New Aspiration Party,1992,2001,29.1,1996,4289,THA,cses,7640023,,New Aspiration Party,2001,2001,,
BRA,vparty,4404,PRONA,Party of the Reconstruction of the National Order,1990,1990,8.3,1990,4404,BRA,cses,760049,PRONA,National Order Reconstruction Party,2002,2006,3,2002
BRA,vparty,4405,PR / PL,Party of the Republic / Liberal Party,2010,2018,7.6,2010,4405,BRA,cses,760007,PR,Republic Party,2006,2014,7.1,2010
HKG,vparty,4518,CP,Civic Party,2008,2016,14.1,2012,4518,HKG,cses,3440002,CPP,Civic Party,2012,2012,17.4,2012
HKG,vparty,4519,DP,Democratic Party,1995,2016,42.9,1998,4519,HKG,cses,3440003,DP,Democratic Party,1998,2012,46.5,1998
HKG,vparty,4520,PP,People Power,2016,2016,,2016,4520,HKG,cses,3440004,PP,People Power,2012,2012,10.6,2012
HKG,vparty,4521,Lab,Labour Party,2012,2012,6.2,2012,4521,HKG,cses,3440009,LP,Liberal Party,1998,2012,2.8,1998
HKG,vparty,4521,Lab,Labour Party,2012,2012,6.2,2012,4521,HKG,cses,3440006,LAB,Labor Party,2012,2012,6.5,2012
HKG,vparty,4522,LSD,League of Social Democrats,2008,2016,7.2,2008,4522,HKG,cses,3440007,LSD,League of Social Democrats,2012,2012,5.7,2012
ZAF,vparty,4546,COPE,Congress of the People,2009,2009,7.4,2009,4546,ZAF,cses,7100008,COPE,Congress of the People,2009,2014,4.8,2009
ZAF,vparty,4548,EEF,Economic Freedom Fighters,2014,2019,10.8,2019,4548,ZAF,cses,7100003,EFF,Economic Freedom Fighters,2014,2014,5.6,2014
CHL,vparty,4549,PODEMOS,Together we can do more for Chile,2005,2005,,2005,4549,CHL,cses,1520015,,Together We Can,2005,2005,1.5,2005
CHL,vparty,4550,C,Concert of Parties for Democracy,1989,2017,,1989,4550,CHL,cses,1520013,CPD,Concertation of Parties for Democracy,2005,2009,4,2009
PHL,vparty,4602,PDP–Laban,Philippine Democratic Party-Power of the Nation,1987,2019,29.4,2019,4602,PHL,cses,6080006,PDP-LABAN,Philippine Democratic Party,2016,2016,2.9,2016
BRA,vparty,4613,PSD,Social Democratic Party,2014,2018,6.1,2014,4613,BRA,cses,760006,PSD,Social Democratic Party,2002,2014,4.1,2014
MNE,vparty,4767,PCG,Positive Montenegro,2012,2012,8.2,2012,4767,MNE,cses,4990006,PCG,Positive Montenegro,2012,2012,9.1,2012
PER,vparty,4861,PP,Peru Posible,2000,2011,26.3,2001,4861,PER,cses,6040008,,Possible Peru,2001,2011,30.3,2001
PER,vparty,4861,PP,Peru Posible,2000,2011,26.3,2001,4861,PER,cses,6040017,PP,Possible Peru,2006,2006,3.1,2006
SVK,vparty,4872,S,Network,2016,2016,5.6,2016,4872,SVK,cses,7030013,S,Network,2016,2016,3.8,2016
SVK,vparty,4873,SR,We are family – Boris Kollar,2016,2016,6.6,2016,4873,SVK,cses,7030014,SR,We are family,2016,2016,3.1,2016
PER,vparty,5130,P,Peru 2000,2000,2000,42.4,2000,5130,PER,cses,6040021,,New Majority (Peru 2000 Block),2001,2001,4,2001
PER,vparty,5130,P,Peru 2000,2000,2000,42.4,2000,5130,PER,cses,6040054,,Peru 2000,2000,2000,,
PHL,vparty,5169,NUP,National Unity Party,2013,2019,9.7,2016,5169,PHL,cses,6080003,NUP,National Unity Party,2016,2016,,
PHL,vparty,5171,UNA,United Nationalist Alliance,2013,2016,9.3,2013,5171,PHL,cses,6080005,UNA,United Nationalist Alliance,2016,2016,3.4,2016
THA,vparty,5397,TRT,Thai Rak Thai Party / Thais Love Thais,2001,2005,60.7,2005,5397,THA,cses,7640022,TRT,Thai Rak Thai Party,2001,2001,,
THA,vparty,5398,PTP,Pheu Thai Party,2011,2019,48.4,2011,5398,THA,cses,7640001,PPT,For Thais Party,2011,2011,60.3,2011
KGZ,vparty,5612,PKK,Party of Communists of Kyrgyzstan,1990,2007,100,1990,5612,KGZ,cses,4170003,,Communist Party of Masaliev,2005,2005,,
KGZ,vparty,5612,PKK,Party of Communists of Kyrgyzstan,1990,2007,100,1990,5612,KGZ,cses,4170012,,Communist Party of Kyrgyzstan,2005,2005,,
HKG,vparty,5620,DAB,Democratic Alliance for the Betterment and Progress of Hong Kong,1995,2016,28.3,2000,5620,HKG,cses,3440001,DAB,Democratic Alliance for Betterment of Hong Kong,1998,2012,25.5,2000
HKG,vparty,5621,HKFTU,Hong Kong Federation of Trade Unions;,2008,2016,7.7,2016,5621,HKG,cses,3440033,CTU,Hong Kong Confederation of Trade Unions,2000,2000,4.1,2000
HKG,vparty,5621,HKFTU,Hong Kong Federation of Trade Unions;,2008,2016,7.7,2016,5621,HKG,cses,3440005,HKFTU,Hong Kong Federation of Trade Unions,2012,2012,6.8,2012
SRB,vparty,5665,Dveri,Doors,2016,2016,,2016,5665,SRB,cses,6880009,SPD,Dveri for life of Serbia,2012,2012,1.2,2012
KEN,vparty,5834,NARC,National Rainbow Coalition,2002,2002,61,2002,5834,KEN,cses,4040010,NARC - K,National Rainbow Coalition,2013,2013,,
KGZ,vparty,5910,AN,Dignity,2010,2010,13.8,2010,5910,KGZ,cses,4170001,,Ar Namys,2005,2005,,
ROU,vparty,5941,USL,Social Liberal Union,2012,2012,58.6,2012,5941,ROU,cses,6420011,USL,Social Liberal Union,2012,2012,,
TUR,vparty,6042,HDP,Peoples' Democratic Party,2015,2018,11.7,2018,6042,TUR,cses,7920004,HDP,Peoples' Democratic Party,2015,2015,11.8,2015
MNE,vparty,6087,DF,Democratic Front,2012,2016,22.8,2012,6087,MNE,cses,4990012,DF,Democratic Front,2012,2012,19.3,2012
MEX,vparty,6110,MORENA,National Regeneration Movement,2015,2018,37.3,2018,6110,MEX,cses,4840010,MORENA,National Regeneration Movement,2015,2015,,
MEX,vparty,6113,PES,Social Encounter Party,2018,2018,2.4,2018,6113,MEX,cses,4840012,PES,Social Encounter Party,2015,2015,,
ROU,vparty,93459,Alliance PSD+PC,alliance: Alliance PSD+PC,2008,2008,33.1,2008,6153,ROU,cses,6420111,PSD - PC,Social Democratic Party - Conservative Party,2009,2009,,
KGZ,vparty,6341,AK,Forward Kyrgyzstan,2005,2005,86.7,2005,6341,KGZ,cses,4170005,,Alga Kyrgyzstan,2005,2005,,
THA,vparty,6423,BJT,Bhumjaithai Party,2011,2019,10.5,2019,6423,THA,cses,7640003,BJT,Thai Pride Party,2011,2011,1.8,2011
PER,vparty,6646,Frente Amplio,"Broad Front for Justice, Life and Liberty",2016,2016,13.9,2016,6646,PER,cses,6040003,Frente Amplio,"Broad Front for Justice, Life and Liberty",2016,2016,13.3,2016
PER,vparty,6647,PPK,Peruvians for Change,2016,2016,16.5,2016,6647,PER,cses,6040002,PPK,Peruvians for Change,2016,2016,24.3,2016
LTU,vparty,6804,LKDP,Lithuanian Christian Democratic Party,1920,1996,35.2,1920,6804,LTU,cses,4400002,,Christian Democratic Party,1997,1997,,
THA,vparty,6997,RTP,Love Thailand Party,1988,1988,6.2,1988,6997,THA,cses,7640004,,Love Thailand Party,2011,2011,1.5,2011
HKG,vparty,6999,F,The Frontier,1998,2000,10,1998,6999,HKG,cses,3440019,,Frontier,1998,2000,15.1,1998
ARG,vparty,7049,C,Let’s change,2015,2019,41.8,2017,7049,ARG,cses,320002,Cam,Let's Change,2015,2015,35.8,2015
BRA,vparty,7079,PRB,Brazilian Republican Party,2014,2018,5.1,2018,7079,BRA,cses,760008,PRB,Brazilian Republican Party,2006,2014,6.8,2014
HKG,vparty,7081,ADPL,Hong Kong Association for Democracy and People's Livelihood,1995,1995,9.6,1995,7081,HKG,cses,3440015,ADPL,Hong Kong Association for Democracy and People's Livelihood,1998,2012,6.7,2000
BLR,vparty,7407,RPTS,Republican Party of Labour and Justice,2019,2019,6.8,2019,7407,BLR,cses,1120003,,Republican Party of Labor and Justice,2001,2001,,
BLR,vparty,7418,KPB,Communist Party of Belarus,2016,2019,10.6,2019,7418,BLR,cses,1120001,,Communist Party of Belarus,2001,2008,,
HUN,vparty,93381,Fidesz–MDF,alliance: Fidesz–MDF,2002,2002,41.1,2002,8266,HUN,cses,3480012,,MDF - FIDESZ - MPP Joint Candidate,2002,2002,41.1,2002
MEX,vparty,93415,Alanza por e...,alliance: Alanza por el Cambio,2000,2000,,2000,8832,MEX,cses,4840022,,Alliance for Change,2000,2000,,
